Statistical profiling result from isolate-0x140008000-51285-v8.log, (19383 ticks, 12409 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
    202    1.0%          /Users/chris/.nvm/versions/node/v20.19.1/bin/node

 [JavaScript]:
   ticks  total  nonlib   name
      3    0.0%    0.0%  JS: *NodePath /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/index.js:36:14
      3    0.0%    0.0%  JS: *Module._findPath node:internal/modules/cjs/loader:668:28
      3    0.0%    0.0%  JS: *Identifier /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/node/parentheses.js:230:20
      3    0.0%    0.0%  JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/webpack/node_modules/webpack-sources/lib/helpers/streamAndGetSourceAndMap.js:88:3
      3    0.0%    0.0%  JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/webpack/node_modules/webpack-sources/lib/ConcatSource.js:178:5
      3    0.0%    0.0%  JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/webpack/lib/javascript/JavascriptParser.js:614:54
      3    0.0%    0.0%  JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/webpack/lib/javascript/JavascriptParser.js:1429:45
      3    0.0%    0.0%  JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/sourcemap-validator/node_modules/source-map/lib/source-map/source-map-consumer.js:557:29
      3    0.0%    0.0%  JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-merge-longhand/dist/lib/decl/borders.js:449:21
      3    0.0%    0.0%  JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:12035:48
      3    0.0%    0.0%  Builtin: StringPrototypeRepeat
      3    0.0%    0.0%  Builtin: StringLessThan
      3    0.0%    0.0%  Builtin: RunMicrotasks
      3    0.0%    0.0%  Builtin: ObjectKeys
      3    0.0%    0.0%  Builtin: MapIteratorPrototypeNext
      3    0.0%    0.0%  Builtin: FastNewRestArguments
      3    0.0%    0.0%  Builtin: ExtractFastJSArray
      3    0.0%    0.0%  Builtin: CreateTypedArray
      3    0.0%    0.0%  Builtin: Construct {1}
      3    0.0%    0.0%  Builtin: CloneObjectIC
      3    0.0%    0.0%  Builtin: CEntry_Return1_ArgvOnStack_BuiltinExit
      3    0.0%    0.0%  Builtin: BitwiseAnd_Baseline
      3    0.0%    0.0%  Builtin: ArrayPrototypeSort
      3    0.0%    0.0%  Builtin: ArrayFrom
      3    0.0%    0.0%  Builtin: ArrayEvery
      3    0.0%    0.0%  Builtin: AdaptorWithBuiltinExitFrame
      2    0.0%    0.0%  RegExp: font
      2    0.0%    0.0%  RegExp: display
      2    0.0%    0.0%  RegExp: ^border
      2    0.0%    0.0%  RegExp: ^(?:enum|await|implements|interface|let|package|private|protected|public|static|yield|eval|arguments)$ {1}
      2    0.0%    0.0%  RegExp: ^(?:enum|await|implements|interface|let|package|private|protected|public|static|yield)$
      2    0.0%    0.0%  RegExp: ^(?:([\w+\-.]+):)?\/\/(?:(\w+:\w+)@)?([\w.]*)(?::(\d+))?(\S*)$
      2    0.0%    0.0%  RegExp: ^((?:\0.|[^?#\0])*)(\?(?:\0.|[^#\0])*)?(#.*)?$ {1}
      2    0.0%    0.0%  RegExp: \r\n?|\n|\u2028|\u2029
      2    0.0%    0.0%  RegExp: \0(.)
      2    0.0%    0.0%  RegExp: \/\*\s*# sourceMappingURL=(?:(?!sourceMappingURL=).)*\*\/
      2    0.0%    0.0%  RegExp: (.+)[/\\][^/\\]+?(?:\?|(?: \+ \d+ modules?)?$)
      2    0.0%    0.0%  RegExp: (.*?[\\/]+) {1}
      2    0.0%    0.0%  JS: ^reportDependencyErrorsAndWarnings /Users/chris/Developer/Ghost/node_modules/webpack/lib/Compilation.js:3444:35
      2    0.0%    0.0%  JS: ^parseStatementContent /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:12687:24
      2    0.0%    0.0%  JS: ^module.exports /Users/chris/Developer/Ghost/node_modules/postcss-value-parser/lib/parse.js:15:26
      2    0.0%    0.0%  JS: ^module.exports /Users/chris/Developer/Ghost/node_modules/postcss-normalize-url/node_modules/postcss-value-parser/lib/parse.js:11:26
      2    0.0%    0.0%  JS: ^mergeExports /Users/chris/Developer/Ghost/node_modules/webpack/lib/FlagDependencyExportsPlugin.js:189:31
      2    0.0%    0.0%  JS: ^getUsed /Users/chris/Developer/Ghost/node_modules/webpack/lib/ExportsInfo.js:1197:9
      2    0.0%    0.0%  JS: ^exit /Users/chris/Developer/Ghost/node_modules/@embroider/macros/src/babel/macros-babel-plugin.js:54:17
      2    0.0%    0.0%  JS: ^dedupeRule /Users/chris/Developer/Ghost/node_modules/postcss-discard-duplicates/dist/index.js:76:20
      2    0.0%    0.0%  JS: ^_getRealDirectoryPath /Users/chris/Developer/Ghost/node_modules/hash-for-dep/node_modules/resolve-package-path/lib/resolve-package-path.js:78:31
      2    0.0%    0.0%  JS: ^_create /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/StatsFactory.js:255:9
      2    0.0%    0.0%  JS: ^ReferencedIdentifier /Users/chris/Developer/Ghost/node_modules/@embroider/macros/src/babel/macros-babel-plugin.js:173:29
      2    0.0%    0.0%  JS: ^AssignmentExpression /Users/chris/Developer/Ghost/node_modules/@babel/plugin-proposal-decorators/lib/transformer-legacy.js:151:23
      2    0.0%    0.0%  JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/webpack/lib/NormalModuleFactory.js:531:43
      2    0.0%    0.0%  JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/webpack/lib/NormalModule.js:1190:67
      2    0.0%    0.0%  JS: *wrappedFn node:internal/errors:536:21
      2    0.0%    0.0%  JS: *walkVariableDeclaration /Users/chris/Developer/Ghost/node_modules/webpack/lib/javascript/JavascriptParser.js:2955:25
      2    0.0%    0.0%  JS: *walkMemberExpression /Users/chris/Developer/Ghost/node_modules/webpack/lib/javascript/JavascriptParser.js:3811:22
      2    0.0%    0.0%  JS: *walk /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:134:30
      2    0.0%    0.0%  JS: *updateHash /Users/chris/Developer/Ghost/node_modules/webpack/node_modules/webpack-sources/lib/RawSource.js:130:12
      2    0.0%    0.0%  JS: *update /Users/chris/Developer/Ghost/node_modules/webpack/node_modules/webpack-sources/lib/CachedSource.js:370:12
      2    0.0%    0.0%  JS: *transform /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/transform.js:19:55
      2    0.0%    0.0%  JS: *toNamespacedPath node:path:1362:19
      2    0.0%    0.0%  JS: *then /Users/chris/Developer/Ghost/node_modules/rsvp/dist/rsvp.js:541:16
      2    0.0%    0.0%  JS: *startNodeAt /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:7091:14
      2    0.0%    0.0%  JS: *runGrouping /Users/chris/Developer/Ghost/node_modules/webpack/lib/util/smartGrouping.js:84:22
      2    0.0%    0.0%  JS: *resolve /Users/chris/Developer/Ghost/node_modules/webpack/node_modules/enhanced-resolve/lib/Resolver.js:495:9
      2    0.0%    0.0%  JS: *replace /Users/chris/Developer/Ghost/node_modules/webpack/node_modules/webpack-sources/lib/ReplaceSource.js:82:9
      2    0.0%    0.0%  JS: *registerDeclaration /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/scope/index.js:477:22
      2    0.0%    0.0%  JS: *processTicksAndRejections node:internal/process/task_queues:67:35
      2    0.0%    0.0%  JS: *pp$9.readWord /Users/chris/Developer/Ghost/node_modules/rollup/node_modules/acorn/dist/acorn.js:5100:27
      2    0.0%    0.0%  JS: *pp$8.parseVarStatement /Users/chris/Developer/Ghost/node_modules/acorn/dist/acorn.js:1268:36
      2    0.0%    0.0%  JS: *pp$5.parseObj /Users/chris/Developer/Ghost/node_modules/acorn/dist/acorn.js:3336:27
      2    0.0%    0.0%  JS: *pp$5.parseExprList /Users/chris/Developer/Ghost/node_modules/acorn/dist/acorn.js:3589:32
      2    0.0%    0.0%  JS: *pp$5.parseExprAtom /Users/chris/Developer/Ghost/node_modules/acorn/dist/acorn.js:2964:32
      2    0.0%    0.0%  JS: *pp$5.checkParams /Users/chris/Developer/Ghost/node_modules/acorn/dist/acorn.js:3573:30
      2    0.0%    0.0%  JS: *pp$2.startNode /Users/chris/Developer/Ghost/node_modules/acorn/dist/acorn.js:3858:28
      2    0.0%    0.0%  JS: *pp$2.finishNode /Users/chris/Developer/Ghost/node_modules/acorn/dist/acorn.js:3878:29
      2    0.0%    0.0%  JS: *parseObjPropValue /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:11912:20
      2    0.0%    0.0%  JS: *parseNumericLiteral /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:11547:22
      2    0.0%    0.0%  JS: *parseNode /Users/chris/Developer/Ghost/node_modules/rollup/dist/shared/node-entry.js:3238:14
      2    0.0%    0.0%  JS: *parseExprList /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:12069:16
      2    0.0%    0.0%  JS: *parseCallExpressionArguments /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:11165:31
      2    0.0%    0.0%  JS: *parseArrowExpression /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:11996:23
      2    0.0%    0.0%  JS: *parse /Users/chris/Developer/Ghost/ghost/admin/node_modules/postcss/lib/parser.js:43:32
      2    0.0%    0.0%  JS: *optimize /Users/chris/Developer/Ghost/node_modules/webpack/lib/FileSystemInfo.js:659:10
      2    0.0%    0.0%  JS: *newFn /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/visitors.js:171:26
      2    0.0%    0.0%  JS: *module.exports.compareModulesByIdentifier /Users/chris/Developer/Ghost/node_modules/webpack/lib/util/comparators.js:530:45
      2    0.0%    0.0%  JS: *merge /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/visitors.js:130:15
      2    0.0%    0.0%  JS: *loadPrivatePartialConfig /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/partial.js:47:35
      2    0.0%    0.0%  JS: *loadPresetDescriptor /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/full.js:291:31
      2    0.0%    0.0%  JS: *isScope /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/lib/virtual-types-validator.js:104:17
      2    0.0%    0.0%  JS: *isScopable /Users/chris/Developer/Ghost/node_modules/@babel/types/lib/validators/generated/index.js:1765:20
      2    0.0%    0.0%  JS: *isFunction /Users/chris/Developer/Ghost/node_modules/@babel/types/lib/validators/generated/index.js:2002:20
      2    0.0%    0.0%  JS: *isCatchClause /Users/chris/Developer/Ghost/node_modules/@babel/types/lib/validators/generated/index.js:359:23
      2    0.0%    0.0%  JS: *getProgramParent /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/scope/index.js:772:19
      2    0.0%    0.0%  JS: *getAssignmentIdentifiers /Users/chris/Developer/Ghost/node_modules/@babel/types/lib/retrievers/getAssignmentIdentifiers.js:7:34
      2    0.0%    0.0%  JS: *get node:internal/bootstrap/node:100:8
      2    0.0%    0.0%  JS: *get /Users/chris/Developer/Ghost/node_modules/@babel/types/lib/index.js:565:19
      2    0.0%    0.0%  JS: *generateCode /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/transformation/file/generate.js:22:22
      2    0.0%    0.0%  JS: *fromTokens /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/node_modules/postcss-values-parser/lib/nodes/Word.js:33:20
      2    0.0%    0.0%  JS: *finishNode /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:7097:13
      2    0.0%    0.0%  JS: *expect /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:6908:9
      2    0.0%    0.0%  JS: *exit /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/transformation/block-hoist-plugin.js:20:11
      2    0.0%    0.0%  JS: *execRule /Users/chris/Developer/Ghost/node_modules/webpack/lib/rules/RuleSetCompiler.js:115:20
      2    0.0%    0.0%  JS: *evaluateExpression /Users/chris/Developer/Ghost/node_modules/webpack/lib/javascript/JavascriptParser.js:4356:20
      2    0.0%    0.0%  JS: *errback /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/gensync-utils/async.js:63:21
      2    0.0%    0.0%  JS: *errback /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/gensync-utils/async.js:25:12
      2    0.0%    0.0%  JS: *enableFeature /Users/chris/Developer/Ghost/node_modules/@babel/helper-create-class-features-plugin/lib/features.js:29:23
      2    0.0%    0.0%  JS: *defineVariable /Users/chris/Developer/Ghost/node_modules/webpack/lib/javascript/JavascriptParser.js:4853:16
      2    0.0%    0.0%  JS: *decl /Users/chris/Developer/Ghost/ghost/admin/node_modules/postcss/lib/stringifier.js:46:30
      2    0.0%    0.0%  JS: *create /Users/chris/Developer/Ghost/node_modules/webpack/lib/NormalModuleFactory.js:880:8
      2    0.0%    0.0%  JS: *compareLocations /Users/chris/Developer/Ghost/node_modules/webpack/lib/util/comparators.js:109:26
      2    0.0%    0.0%  JS: *compareByGeneratedPositions /Users/chris/Developer/Ghost/node_modules/sourcemap-validator/node_modules/source-map/lib/source-map/util.js:287:39
      2    0.0%    0.0%  JS: *cloneNode /Users/chris/Developer/Ghost/ghost/admin/node_modules/postcss/lib/node.js:14:19
      2    0.0%    0.0%  JS: *checkReservedWord /Users/chris/Developer/Ghost/node_modules/@babel/parser/lib/index.js:12151:20
      2    0.0%    0.0%  JS: *chainWalker /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/config-chain.js:256:31
      2    0.0%    0.0%  JS: *buildRootChain /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/config-chain.js:53:25
      2    0.0%    0.0%  JS: *blockPreWalkStatements /Users/chris/Developer/Ghost/node_modules/webpack/lib/javascript/JavascriptParser.js:1950:24
      2    0.0%    0.0%  JS: *async /Users/chris/Developer/Ghost/node_modules/gensync/index.js:184:20
      2    0.0%    0.0%  JS: *addAll /Users/chris/Developer/Ghost/node_modules/webpack/lib/util/LazySet.js:106:8
      2    0.0%    0.0%  JS: *_printTrailingComments /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/printer.js:538:25
      2    0.0%    0.0%  JS: *_params /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/generators/methods.js:20:17
      2    0.0%    0.0%  JS: *_next0 :21:16
      2    0.0%    0.0%  JS: *_next /Users/chris/Developer/Ghost/node_modules/babel-loader/lib/transform.js:4:184
      2    0.0%    0.0%  JS: *_ensureProcessing /Users/chris/Developer/Ghost/node_modules/webpack/lib/util/AsyncQueue.js:300:19
      2    0.0%    0.0%  JS: *_ /Users/chris/Developer/Ghost/node_modules/webpack/lib/stats/DefaultStatsFactoryPlugin.js:1706:6
      2    0.0%    0.0%  JS: *VariableDeclaration /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/generators/statements.js:230:29
      2    0.0%    0.0%  JS: *SourceMapGenerator_serializeMappings /Users/chris/Developer/Ghost/node_modules/source-map/lib/source-map-generator.js:312:48
      2    0.0%    0.0%  JS: *Scope /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/scope/index.js:307:14
      2    0.0%    0.0%  JS: *Module.load node:internal/modules/cjs/loader:1262:33
      2    0.0%    0.0%  JS: *Identifier /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/generators/types.js:47:20
      2    0.0%    0.0%  JS: *Dependency /Users/chris/Developer/Ghost/node_modules/webpack/lib/Dependency.js:93:13
      2    0.0%    0.0%  JS: *CallExpression /Users/chris/Developer/Ghost/node_modules/babel-plugin-htmlbars-inline-precompile/index.js:436:19
      2    0.0%    0.0%  JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/webpack/node_modules/enhanced-resolve/lib/DescriptionFileUtils.js:77:4
      2    0.0%    0.0%  JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/webpack/lib/Compilation.js:2139:28
      2    0.0%    0.0%  JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/webpack/lib/Compilation.js:2006:31
      2    0.0%    0.0%  JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/webpack/lib/CompatibilityPlugin.js:95:49
      2    0.0%    0.0%  JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/stylehacks/dist/plugins/leadingUnderscore.js:23:86
      2    0.0%    0.0%  JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/stylehacks/dist/plugins/leadingStar.js:21:136
      2    0.0%    0.0%  JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-merge-longhand/dist/lib/decl/borders.js:249:28
      2    0.0%    0.0%  JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/matcher-collection/index.js:5:47
      2    0.0%    0.0%  JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/ember-cli/lib/models/package-info-cache/index.js:334:39
      2    0.0%    0.0%  JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/@babel/generator/lib/node/index.js:41:33
      2    0.0%    0.0%  JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/@babel/core/lib/config/config-descriptors.js:43:24
      2    0.0%    0.0%  JS: *<anonymous> /Users/chris/Developer/Ghost/ghost/admin/node_modules/autoprefixer/lib/processor.js:396:35
      2    0.0%    0.0%  Builtin: WeakSetPrototypeHas
      2    0.0%    0.0%  Builtin: WeakSetPrototypeAdd
      2    0.0%    0.0%  Builtin: WeakMapPrototypeSet
      2    0.0%    0.0%  Builtin: Typeof
      2    0.0%    0.0%  Builtin: TypedArrayPrototypeSet
      2    0.0%    0.0%  Builtin: StringPrototypeTrim
      2    0.0%    0.0%  Builtin: StringPrototypeStartsWith
      2    0.0%    0.0%  Builtin: StringPrototypeSplit
      2    0.0%    0.0%  Builtin: StringCompare
      2    0.0%    0.0%  Builtin: StoreFastElementIC_GrowNoTransitionHandleCOW
      2    0.0%    0.0%  Builtin: SetPrototypeValues
      2    0.0%    0.0%  Builtin: SetPrototypeDelete
      2    0.0%    0.0%  Builtin: ReturnReceiver
      2    0.0%    0.0%  Builtin: ResumeGeneratorBaseline
      2    0.0%    0.0%  Builtin: ResolvePromise
      2    0.0%    0.0%  Builtin: MapPrototypeDelete
      2    0.0%    0.0%  Builtin: KeyedLoadICTrampoline_Megamorphic
      2    0.0%    0.0%  Builtin: InstanceOf_Baseline
      2    0.0%    0.0%  Builtin: Increment_Baseline
      2    0.0%    0.0%  Builtin: HandleApiCall
      2    0.0%    0.0%  Builtin: GreaterThanOrEqual_Baseline
      2    0.0%    0.0%  Builtin: ForInEnumerate
      2    0.0%    0.0%  Builtin: FastNewClosureBaseline
      2    0.0%    0.0%  Builtin: DeleteProperty
      2    0.0%    0.0%  Builtin: DefineNamedOwnICBaseline
      2    0.0%    0.0%  Builtin: Decrement_Baseline
      2    0.0%    0.0%  Builtin: ConstructFunction
      2    0.0%    0.0%  Builtin: CloneFastJSArray
      2    0.0%    0.0%  Builtin: CallApiGetter
      2    0.0%    0.0%  Builtin: CallApiCallback
      2    0.0%    0.0%  Builtin: ArrayPrototypeShift
      2    0.0%    0.0%  Builtin: ArrayForEach
      1    0.0%    0.0%  RegExp: x\s#2
      1    0.0%    0.0%  RegExp: ^in(stanceof)?$
      1    0.0%    0.0%  RegExp: ^border-spacing$
      1    0.0%    0.0%  RegExp: ^[a-zA-Z]:[\\/]
      1    0.0%    0.0%  RegExp: ^[@#][ \t]+sourceMappingURL=([^\s'"`]+)[ \t]*$
      1    0.0%    0.0%  RegExp: ^-\w+-
      1    0.0%    0.0%  RegExp: ^(composes|font|filter|-webkit-tap-highlight-color)
      1    0.0%    0.0%  RegExp: ^(\/\/|https?:\/\/|std:)
      1    0.0%    0.0%  RegExp: ^([^!]+)!=!
      1    0.0%    0.0%  RegExp: ^(?:enum|await|implements|interface|let|package|private|protected|public|static|yield)$ {1}
      1    0.0%    0.0%  RegExp: ^(?:break|case|catch|continue|debugger|default|do|else|finally|for|function|if|return|switch|throw|try|var|while|with|null|true|false|instanceof|typeof|void|delete|new|in|this|const|class|extends|export|import|super)$
      1    0.0%    0.0%  RegExp: ^(?:[a-z][\d\-a-z]*\s*\((?:(?:"(?:\\.|[^"\\])*"|'(?:\\.|[^'\\])*')|\([^)]*\)|[^()]*)*\))
      1    0.0%    0.0%  RegExp: ^(?:((\d+(\.\d+)?|\.\d+)(e(\+|-)\d+)?)pc\b)
      1    0.0%    0.0%  RegExp: ^(?:((\d+(\.\d+)?|\.\d+)(e(\+|-)\d+)?)kHz\b)
      1    0.0%    0.0%  RegExp: ^(?:((\d+(\.\d+)?|\.\d+)(e(\+|-)\d+)?)dpcm\b)
      1    0.0%    0.0%  RegExp: ^(?:((\d+(\.\d+)?|\.\d+)(e(\+|-)\d+)?)-?([^\W\d]|[ -ÿ]|(\\[\dA-Fa-f]{1,6}(\r\n|[\t\n\f\r ])?|\\[^\d\n\f\rA-Fa-f]))([\w\-]|[ -ÿ]|(\\[\dA-Fa-f]{1,6}(\r\n|[\t\n\f\r ])?|\\[^\d\n\f\rA-Fa-f]))*\b)
      1    0.0%    0.0%  RegExp: ^#([0-9a-f]{3}|[0-9a-f]{4}|[0-9a-f]{6}|[0-9a-f]{8})$ {1}
      1    0.0%    0.0%  RegExp: ^#([0-9a-f]{3}|[0-9a-f]{4}|[0-9a-f]{6}|[0-9a-f]{8})$
      1    0.0%    0.0%  RegExp: \u2028|\u2029
      1    0.0%    0.0%  RegExp: \r\n|[\r\n\u2028\u2029]
