Statistical profiling result from isolate-0x140008000-51285-v8.log, (19383 ticks, 12409 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
    202    1.0%          /Users/chris/.nvm/versions/node/v20.19.1/bin/node

 [JavaScript]:
   ticks  total  nonlib   name
     41  100.0%        JS: ^symlinkOrCopySync /Users/chris/Developer/Ghost/node_modules/symlink-or-copy/index.js:97:28
     27   65.9%          JS: ^create /Users/chris/Developer/Ghost/node_modules/fs-tree-diff/lib/index.js:48:22
     24   88.9%            JS: ^applyOperation /Users/chris/Developer/Ghost/node_modules/fs-tree-diff/lib/index.js:224:24
      3   11.1%            JS: *FSTree.applyPatch /Users/chris/Developer/Ghost/node_modules/fs-tree-diff/lib/index.js:216:34
     14   34.1%          JS: ^handleFs /Users/chris/Developer/Ghost/node_modules/broccoli-output-wrapper/dist/index.js:23:18
     13   92.9%            JS: ~_handleFile /Users/chris/Developer/Ghost/ghost/admin/node_modules/broccoli-persistent-filter/lib/index.js:265:22
      1    7.1%            JS: ^_handleFile /Users/chris/Developer/Ghost/ghost/admin/node_modules/broccoli-persistent-filter/lib/index.js:265:22
     34   11.8%      JS: *symlink /Users/chris/Developer/Ghost/node_modules/symlink-or-copy/index.js:123:17
     17   50.0%        JS: ^symlinkOrCopySync /Users/chris/Developer/Ghost/node_modules/symlink-or-copy/index.js:97:28
     12   70.6%          JS: ^handleFs /Users/chris/Developer/Ghost/node_modules/broccoli-output-wrapper/dist/index.js:23:18
     11   91.7%            JS: ^_handleFile /Users/chris/Developer/Ghost/ghost/admin/node_modules/broccoli-persistent-filter/lib/index.js:265:22
      1    8.3%            JS: *createOperation /Users/chris/Developer/Ghost/ghost/admin/node_modules/broccoli-persistent-filter/lib/index.js:241:47
      5   29.4%          JS: ^Funnel._copy /Users/chris/Developer/Ghost/node_modules/ember-cli/node_modules/broccoli-funnel/index.js:486:34
      4   80.0%            JS: ^Funnel.processFile /Users/chris/Developer/Ghost/node_modules/ember-cli/node_modules/broccoli-funnel/index.js:482:40
      1   20.0%            JS: ^Funnel.build /Users/chris/Developer/Ghost/node_modules/ember-cli/node_modules/broccoli-funnel/index.js:178:34
     17   50.0%        JS: *handleFs /Users/chris/Developer/Ghost/node_modules/broccoli-output-wrapper/dist/index.js:23:18
     12   70.6%          JS: ^_handleFile /Users/chris/Developer/Ghost/ghost/admin/node_modules/broccoli-persistent-filter/lib/index.js:265:22
     12  100.0%            JS: ^createOperation /Users/chris/Developer/Ghost/ghost/admin/node_modules/broccoli-persistent-filter/lib/index.js:241:47
      5   29.4%          JS: *createOperation /Users/chris/Developer/Ghost/ghost/admin/node_modules/broccoli-persistent-filter/lib/index.js:241:47
      5  100.0%            JS: ^<anonymous> /Users/chris/Developer/Ghost/ghost/admin/node_modules/broccoli-persistent-filter/lib/index.js:46:37
    254    2.0%    Builtin: ObjectAssign
    129   50.8%      JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:193:32
     69   53.5%        JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:193:32
     36   52.2%          JS: *transformValueAST /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:191:27
     36  100.0%            JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:282:18
     17   24.6%          JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:282:18
     17  100.0%            JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:192:33
     16   23.2%          JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:193:32
     11   68.8%            JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:282:18
      2   12.5%            JS: *transformValueAST /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:191:27
      2   12.5%            JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:193:32
      1    6.3%            JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:192:33
     44   34.1%        JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:282:18
     44  100.0%          JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:192:33
     44  100.0%            JS: *walk /Users/chris/Developer/Ghost/ghost/admin/node_modules/postcss/lib/container.js:134:30
     10    7.8%        JS: *transformValueAST /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:191:27
     10  100.0%          JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:282:18
     10  100.0%            JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:192:33
      6    4.7%        JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:192:33
      6  100.0%          JS: *walk /Users/chris/Developer/Ghost/ghost/admin/node_modules/postcss/lib/container.js:134:30
      6  100.0%            JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:135:31
     71   28.0%      JS: *retransformValueAST /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:238:29
     71  100.0%        JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:193:32
     53   74.6%          JS: *transformValueAST /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:191:27
     27   50.9%            JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:193:32
     13   24.5%            JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:282:18
     13   24.5%            JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:192:33
     17   23.9%          JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:192:33
     17  100.0%            JS: *walk /Users/chris/Developer/Ghost/ghost/admin/node_modules/postcss/lib/container.js:134:30
      1    1.4%          JS: *retransformValueAST /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:238:29
      1  100.0%            JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:193:32
     42   16.5%      JS: ^retransformValueAST /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:238:29
     42  100.0%        JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:193:32
     29   69.0%          JS: *transformValueAST /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:191:27
     28   96.6%            JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:193:32
      1    3.4%            JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:282:18
     11   26.2%          Builtin: ArrayForEach
     11  100.0%            JS: ^transformValueAST /Users/chris/Developer/Ghost/node_modules/postcss-custom-properties/index.cjs.js:191:27
      2    4.8%          JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/broccoli-postcss-single/node_modules/postcss/lib/container.js:192:33
      2  100.0%            JS: *walk /Users/chris/Developer/Ghost/ghost/admin/node_modules/postcss/lib/container.js:134:30
    224    1.8%    JS: *realpathSync node:fs:2652:22
     76   33.9%      JS: *getFileInfos /Users/chris/Developer/Ghost/node_modules/hash-for-dep/lib/hash-tree.js:13:22
     70   92.1%        JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/hash-for-dep/lib/hash-tree.js:34:59
     70  100.0%          JS: *getFileInfos /Users/chris/Developer/Ghost/node_modules/hash-for-dep/lib/hash-tree.js:13:22
     53   75.7%            JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/hash-for-dep/lib/hash-tree.js:34:59
     17   24.3%            JS: ^hashTree /Users/chris/Developer/Ghost/node_modules/hash-for-dep/lib/hash-tree.js:72:35
      6    7.9%        JS: ^hashTree /Users/chris/Developer/Ghost/node_modules/hash-for-dep/lib/hash-tree.js:72:35
      4   66.7%          JS: ^ModuleEntry.locate /Users/chris/Developer/Ghost/node_modules/hash-for-dep/lib/module-entry.js:141:30
      4  100.0%            JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/hash-for-dep/lib/module-entry.js:219:65
      2   33.3%          JS: *ModuleEntry.locate /Users/chris/Developer/Ghost/node_modules/hash-for-dep/lib/module-entry.js:141:30
      2  100.0%            JS: *ModuleEntry.locate /Users/chris/Developer/Ghost/node_modules/hash-for-dep/lib/module-entry.js:141:30
     57   25.4%      JS: ^_walkSync /Users/chris/Developer/Ghost/node_modules/walk-sync/index.js:104:19
     54   94.7%        JS: ^_walkSync /Users/chris/Developer/Ghost/node_modules/walk-sync/index.js:104:19
     51   94.4%          JS: ^_walkSync /Users/chris/Developer/Ghost/node_modules/walk-sync/index.js:104:19
     35   68.6%            JS: ^_walkSync /Users/chris/Developer/Ghost/node_modules/walk-sync/index.js:104:19
     14   27.5%            JS: ^entries /Users/chris/Developer/Ghost/node_modules/walk-sync/index.js:34:21
      2    3.9%            JS: ~entries /Users/chris/Developer/Ghost/node_modules/walk-sync/index.js:34:21
      2    3.7%          JS: ^entries /Users/chris/Developer/Ghost/node_modules/walk-sync/index.js:34:21
      2  100.0%            JS: ^entries /Users/chris/Developer/Ghost/node_modules/fs-merger/dist/index.js:277:12
      1    1.9%          JS: ^walkSync /Users/chris/Developer/Ghost/node_modules/walk-sync/index.js:7:18
      1  100.0%            JS: ^_getAddonTreeFiles /Users/chris/Developer/Ghost/node_modules/ember-cli/lib/models/addon.js:1058:21
      3    5.3%        JS: ^entries /Users/chris/Developer/Ghost/node_modules/walk-sync/index.js:34:21
      2   66.7%          JS: ^entries /Users/chris/Developer/Ghost/node_modules/fs-merger/dist/index.js:277:12
      2  100.0%            JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/fs-merger/dist/index.js:112:41
      1   33.3%          JS: ~calculatePatch /Users/chris/Developer/Ghost/node_modules/ember-cli-htmlbars/lib/colocated-broccoli-plugin.js:19:17
      1  100.0%            JS: ^build /Users/chris/Developer/Ghost/node_modules/ember-cli-htmlbars/lib/colocated-broccoli-plugin.js:58:8
     40   17.9%      JS: *symlink /Users/chris/Developer/Ghost/node_modules/symlink-or-copy/index.js:123:17
     25   62.5%        JS: ^symlinkOrCopySync /Users/chris/Developer/Ghost/node_modules/symlink-or-copy/index.js:97:28
     24   96.0%          JS: ^handleFs /Users/chris/Developer/Ghost/node_modules/broccoli-output-wrapper/dist/index.js:23:18
     24  100.0%            JS: ^_handleFile /Users/chris/Developer/Ghost/ghost/admin/node_modules/broccoli-persistent-filter/lib/index.js:265:22
      1    4.0%          JS: ^Funnel._copy /Users/chris/Developer/Ghost/node_modules/ember-cli/node_modules/broccoli-funnel/index.js:486:34
      1  100.0%            JS: ^Funnel.processFile /Users/chris/Developer/Ghost/node_modules/ember-cli/node_modules/broccoli-funnel/index.js:482:40
     15   37.5%        JS: *handleFs /Users/chris/Developer/Ghost/node_modules/broccoli-output-wrapper/dist/index.js:23:18
      9   60.0%          JS: ^_handleFile /Users/chris/Developer/Ghost/ghost/admin/node_modules/broccoli-persistent-filter/lib/index.js:265:22
      9  100.0%            JS: ^createOperation /Users/chris/Developer/Ghost/ghost/admin/node_modules/broccoli-persistent-filter/lib/index.js:241:47
      6   40.0%          JS: *createOperation /Users/chris/Developer/Ghost/ghost/admin/node_modules/broccoli-persistent-filter/lib/index.js:241:47
      6  100.0%            JS: ^<anonymous> /Users/chris/Developer/Ghost/ghost/admin/node_modules/broccoli-persistent-filter/lib/index.js:46:37
     18    8.0%      JS: ^symlink /Users/chris/Developer/Ghost/node_modules/symlink-or-copy/index.js:123:17
     18  100.0%        JS: ^symlinkOrCopySync /Users/chris/Developer/Ghost/node_modules/symlink-or-copy/index.js:97:28
     16   88.9%          JS: ^create /Users/chris/Developer/Ghost/node_modules/fs-tree-diff/lib/index.js:48:22
     15   93.8%            JS: ^applyOperation /Users/chris/Developer/Ghost/node_modules/fs-tree-diff/lib/index.js:224:24
      1    6.3%            JS: *FSTree.applyPatch /Users/chris/Developer/Ghost/node_modules/fs-tree-diff/lib/index.js:216:34
      2   11.1%          JS: ^handleFs /Users/chris/Developer/Ghost/node_modules/broccoli-output-wrapper/dist/index.js:23:18
      1   50.0%            JS: ~_handleFile /Users/chris/Developer/Ghost/node_modules/liquid-fire/node_modules/broccoli-persistent-filter/lib/index.js:265:22
      1   50.0%            JS: ~_handleFile /Users/chris/Developer/Ghost/node_modules/ember-basic-dropdown/node_modules/broccoli-persistent-filter/lib/index.js:265:22
     11    4.9%      JS: ^_walkSync /Users/chris/Developer/Ghost/node_modules/broccoli-persistent-filter/node_modules/walk-sync/index.js:98:19
      9   81.8%        JS: ^_walkSync /Users/chris/Developer/Ghost/node_modules/broccoli-persistent-filter/node_modules/walk-sync/index.js:98:19
      8   88.9%          JS: ^_walkSync /Users/chris/Developer/Ghost/node_modules/broccoli-persistent-filter/node_modules/walk-sync/index.js:98:19
      5   62.5%            JS: ^_walkSync /Users/chris/Developer/Ghost/node_modules/broccoli-persistent-filter/node_modules/walk-sync/index.js:98:19
      3   37.5%            JS: ^entries /Users/chris/Developer/Ghost/node_modules/broccoli-persistent-filter/node_modules/walk-sync/index.js:33:21
      1   11.1%          JS: ^entries /Users/chris/Developer/Ghost/node_modules/broccoli-persistent-filter/node_modules/walk-sync/index.js:33:21
      1  100.0%            JS: ^Filter.build /Users/chris/Developer/Ghost/node_modules/broccoli-persistent-filter/index.js:164:34
      1    9.1%        JS: ~entries /Users/chris/Developer/Ghost/node_modules/broccoli-persistent-filter/node_modules/walk-sync/index.js:33:21
      1  100.0%          JS: ~Filter.build /Users/chris/Developer/Ghost/node_modules/broccoli-persistent-filter/index.js:164:34
      1  100.0%            JS: ^build /Users/chris/Developer/Ghost/node_modules/broccoli/dist/wrappers/transform-node.js:56:16
      1    9.1%        JS: ^entries /Users/chris/Developer/Ghost/node_modules/broccoli-persistent-filter/node_modules/walk-sync/index.js:33:21
      1  100.0%          JS: ^Filter.build /Users/chris/Developer/Ghost/node_modules/broccoli-persistent-filter/index.js:164:34
      1  100.0%            JS: ^build /Users/chris/Developer/Ghost/node_modules/broccoli/dist/wrappers/transform-node.js:56:16
      8    3.6%      /Users/chris/.nvm/versions/node/v20.19.1/bin/node
      6   75.0%        JS: *Module._findPath node:internal/modules/cjs/loader:668:28
      5   83.3%          JS: *Module._resolveFilename node:internal/modules/cjs/loader:1131:35
      5  100.0%            JS: *Module._load node:internal/modules/cjs/loader:1008:24
      1   16.7%          /Users/chris/.nvm/versions/node/v20.19.1/bin/node
      1  100.0%            /Users/chris/.nvm/versions/node/v20.19.1/bin/node
      2   25.0%        /Users/chris/.nvm/versions/node/v20.19.1/bin/node
      2  100.0%          JS: *Module._findPath node:internal/modules/cjs/loader:668:28
      2  100.0%            /Users/chris/.nvm/versions/node/v20.19.1/bin/node
      3    1.3%      JS: *_findPackagePath /Users/chris/Developer/Ghost/node_modules/hash-for-dep/node_modules/resolve-package-path/lib/resolve-package-path.js:131:26
      3  100.0%        JS: ^resolvePackagePath /Users/chris/Developer/Ghost/node_modules/hash-for-dep/node_modules/resolve-package-path/lib/resolve-package-path.js:174:28
      2   66.7%          JS: ^resolvePackagePath /Users/chris/Developer/Ghost/node_modules/hash-for-dep/node_modules/resolve-package-path/index.js:22:28
      2  100.0%            JS: ^ModuleEntry.locate /Users/chris/Developer/Ghost/node_modules/hash-for-dep/lib/module-entry.js:141:30
      1   33.3%          JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/hash-for-dep/lib/module-entry.js:219:65
      1  100.0%            Builtin: ArrayForEach
    177    1.4%    JS: ^makeContextifyScript node:internal/vm:171:30
    177  100.0%      /Users/chris/.nvm/versions/node/v20.19.1/bin/node
    177  100.0%        /Users/chris/.nvm/versions/node/v20.19.1/bin/node
    177  100.0%          /Users/chris/.nvm/versions/node/v20.19.1/bin/node
    177  100.0%            JS: *Module.load node:internal/modules/cjs/loader:1262:33
    134    1.1%    JS: *_rmdirRecursiveSync /Users/chris/Developer/Ghost/node_modules/tmp/lib/tmp.js:288:29
    134  100.0%      JS: ~_cleanupCallback /Users/chris/Developer/Ghost/node_modules/tmp/lib/tmp.js:438:35
    134  100.0%        JS: ~cleanup /Users/chris/Developer/Ghost/node_modules/broccoli/dist/builder.js:219:18
    134  100.0%          Builtin: AsyncFunctionAwaitResolveClosure
    128    1.0%    JS: *readdirSync node:fs:1496:21
     27   21.1%      JS: ^_walkSync /Users/chris/Developer/Ghost/node_modules/broccoli-caching-writer/node_modules/walk-sync/index.js:53:19
     27  100.0%        JS: ^_walkSync /Users/chris/Developer/Ghost/node_modules/broccoli-caching-writer/node_modules/walk-sync/index.js:53:19
     27  100.0%          JS: ^_walkSync /Users/chris/Developer/Ghost/node_modules/broccoli-caching-writer/node_modules/walk-sync/index.js:53:19
     20   74.1%            JS: ^_walkSync /Users/chris/Developer/Ghost/node_modules/broccoli-caching-writer/node_modules/walk-sync/index.js:53:19
      7   25.9%            JS: ~entries /Users/chris/Developer/Ghost/node_modules/broccoli-caching-writer/node_modules/walk-sync/index.js:47:42
     24   18.8%      JS: ^_walkSync /Users/chris/Developer/Ghost/node_modules/walk-sync/index.js:104:19
     22   91.7%        JS: ^_walkSync /Users/chris/Developer/Ghost/node_modules/walk-sync/index.js:104:19
     20   90.9%          JS: ^_walkSync /Users/chris/Developer/Ghost/node_modules/walk-sync/index.js:104:19
     14   70.0%            JS: ^_walkSync /Users/chris/Developer/Ghost/node_modules/walk-sync/index.js:104:19
      6   30.0%            JS: ^entries /Users/chris/Developer/Ghost/node_modules/walk-sync/index.js:34:21
      2    9.1%          JS: ^entries /Users/chris/Developer/Ghost/node_modules/walk-sync/index.js:34:21
      2  100.0%            JS: ^entries /Users/chris/Developer/Ghost/node_modules/fs-merger/dist/index.js:277:12
      2    8.3%        JS: ^entries /Users/chris/Developer/Ghost/node_modules/walk-sync/index.js:34:21
      1   50.0%          JS: ~calculatePatch /Users/chris/Developer/Ghost/node_modules/ember-cli-htmlbars/lib/colocated-broccoli-plugin.js:19:17
      1  100.0%            JS: ~build /Users/chris/Developer/Ghost/node_modules/ember-cli-htmlbars/lib/colocated-broccoli-plugin.js:58:8
      1   50.0%          JS: ^entries /Users/chris/Developer/Ghost/node_modules/fs-merger/dist/index.js:277:12
      1  100.0%            JS: ~processFilters /Users/chris/Developer/Ghost/node_modules/broccoli-funnel/index.js:305:17
     21   16.4%      JS: ^getIndexSync /Users/chris/Developer/Ghost/node_modules/fs-updater/index.js:22:15
     21  100.0%        JS: ^_getMergedDirectory2 /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:65:23
     12   57.1%          JS: ^_getMergedDirectory2 /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:65:23
      7   58.3%            JS: ^_getMergedDirectory2 /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:65:23
      4   33.3%            JS: ^_getMergedDirectory /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:35:22
      1    8.3%            JS: *_getMergedDirectory2 /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:65:23
      9   42.9%          JS: ^_getMergedDirectory /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:35:22
      9  100.0%            JS: ^merge /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:25:8
     13   10.2%      JS: *_getMergedDirectory2 /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:65:23
      9   69.2%        JS: *_getMergedDirectory2 /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:65:23
      8   88.9%          JS: *_getMergedDirectory2 /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:65:23
      4   50.0%            JS: ^_getMergedDirectory /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:35:22
      4   50.0%            JS: *_getMergedDirectory2 /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:65:23
      1   11.1%          JS: ^_getMergedDirectory /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:35:22
      1  100.0%            JS: ^merge /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:25:8
      4   30.8%        JS: ^_getMergedDirectory2 /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:65:23
      4  100.0%          JS: ^_getMergedDirectory /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:35:22
      4  100.0%            JS: ^merge /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:25:8
     12    9.4%      JS: *getIndexSync /Users/chris/Developer/Ghost/node_modules/fs-updater/index.js:22:15
      7   58.3%        JS: *_getMergedDirectory2 /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:65:23
      6   85.7%          JS: *_getMergedDirectory2 /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:65:23
      5   83.3%            JS: *_getMergedDirectory2 /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:65:23
      1   16.7%            JS: ^_getMergedDirectory2 /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:65:23
      1   14.3%          JS: ^_getMergedDirectory2 /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:65:23
      1  100.0%            JS: ^_getMergedDirectory2 /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:65:23
      5   41.7%        JS: ^_getMergedDirectory2 /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:65:23
      5  100.0%          JS: ^_getMergedDirectory2 /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:65:23
      5  100.0%            JS: ^_getMergedDirectory2 /Users/chris/Developer/Ghost/node_modules/merge-trees/index.js:65:23
     10    7.8%      JS: *getFileInfos /Users/chris/Developer/Ghost/node_modules/hash-for-dep/lib/hash-tree.js:13:22
      7   70.0%        JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/hash-for-dep/lib/hash-tree.js:34:59
      7  100.0%          JS: *getFileInfos /Users/chris/Developer/Ghost/node_modules/hash-for-dep/lib/hash-tree.js:13:22
      6   85.7%            JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/hash-for-dep/lib/hash-tree.js:34:59
      1   14.3%            JS: ^hashTree /Users/chris/Developer/Ghost/node_modules/hash-for-dep/lib/hash-tree.js:72:35
      3   30.0%        JS: ^hashTree /Users/chris/Developer/Ghost/node_modules/hash-for-dep/lib/hash-tree.js:72:35
      3  100.0%          JS: ^ModuleEntry.locate /Users/chris/Developer/Ghost/node_modules/hash-for-dep/lib/module-entry.js:141:30
      2   66.7%            JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/hash-for-dep/lib/module-entry.js:219:65
      1   33.3%            JS: *<anonymous> /Users/chris/Developer/Ghost/node_modules/hash-for-dep/lib/module-entry.js:219:65
      7    5.5%      JS: ^_walkSync /Users/chris/Developer/Ghost/node_modules/broccoli-persistent-filter/node_modules/walk-sync/index.js:98:19
      5   71.4%        JS: ^_walkSync /Users/chris/Developer/Ghost/node_modules/broccoli-persistent-filter/node_modules/walk-sync/index.js:98:19
      3   60.0%          JS: ^_walkSync /Users/chris/Developer/Ghost/node_modules/broccoli-persistent-filter/node_modules/walk-sync/index.js:98:19
      3  100.0%            JS: ^entries /Users/chris/Developer/Ghost/node_modules/broccoli-persistent-filter/node_modules/walk-sync/index.js:33:21
      2   40.0%          JS: ^entries /Users/chris/Developer/Ghost/node_modules/broccoli-persistent-filter/node_modules/walk-sync/index.js:33:21
      2  100.0%            JS: ^Filter.build /Users/chris/Developer/Ghost/node_modules/broccoli-persistent-filter/index.js:164:34
      2   28.6%        JS: ^entries /Users/chris/Developer/Ghost/node_modules/broccoli-persistent-filter/node_modules/walk-sync/index.js:33:21
      2  100.0%          JS: ^Filter.build /Users/chris/Developer/Ghost/node_modules/broccoli-persistent-filter/index.js:164:34
      2  100.0%            JS: ^build /Users/chris/Developer/Ghost/node_modules/broccoli/dist/wrappers/transform-node.js:56:16
      3    2.3%      JS: ^findFile /Users/chris/Developer/Ghost/node_modules/rollup/dist/shared/node-entry.js:7824:18
      3  100.0%        JS: ^addJsExtensionIfNecessary /Users/chris/Developer/Ghost/node_modules/rollup/dist/shared/node-entry.js:7841:35
      3  100.0%          JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/rollup/dist/shared/node-entry.js:7852:21
      3  100.0%            JS: ^<anonymous> /Users/chris/Developer/Ghost/node_modules/rollup/dist/shared/node-entry.js:13107:19
      3    2.3%      JS: ^_walkSync /Users/chris/Developer/Ghost/ghost/admin/node_modules/walk-sync/index.js:102:19
      3  100.0%        JS: ^_walkSync /Users/chris/Developer/Ghost/ghost/admin/node_modules/walk-sync/index.js:102:19
      3  100.0%          JS: ^_walkSync /Users/chris/Developer/Ghost/ghost/admin/node_modules/walk-sync/index.js:102:19
      2   66.7%            JS: ~entries /Users/chris/Developer/Ghost/ghost/admin/node_modules/walk-sync/index.js:34:21
      1   33.3%            JS: ^_walkSync /Users/chris/Developer/Ghost/ghost/admin/node_modules/walk-sync/index.js:102:19
      3    2.3%      JS: ^_walkSync /Users/chris/Developer/Ghost/ghost/admin/node_modules/ember-cli-htmlbars/node_modules/walk-sync/index.js:104:19
      3  100.0%        JS: ^_walkSync /Users/chris/Developer/Ghost/ghost/admin/node_modules/ember-cli-htmlbars/node_modules/walk-sync/index.js:104:19
      3  100.0%          JS: ~_walkSync /Users/chris/Developer/Ghost/ghost/admin/node_modules/ember-cli-htmlbars/node_modules/walk-sync/index.js:104:19
      2   66.7%            JS: ~entries /Users/chris/Developer/Ghost/ghost/admin/node_modules/ember-cli-htmlbars/node_modules/walk-sync/index.js:34:21
      1   33.3%            JS: ~_walkSync /Users/chris/Developer/Ghost/ghost/admin/node_modules/ember-cli-htmlbars/node_modules/walk-sync/index.js:104:19
      2    1.6%      JS: ~_walkSync /Users/chris/Developer/Ghost/node_modules/ember-source/node_modules/walk-sync/index.js:53:19
      2  100.0%        JS: ~_walkSync /Users/chris/Developer/Ghost/node_modules/ember-source/node_modules/walk-sync/index.js:53:19
      2  100.0%          JS: ~_walkSync /Users/chris/Developer/Ghost/node_modules/ember-source/node_modules/walk-sync/index.js:53:19
      2  100.0%            JS: ~_walkSync /Users/chris/Developer/Ghost/node_modules/ember-source/node_modules/walk-sync/index.js:53:19

    715    3.7%  Builtin: LoadIC_Megamorphic
    106   14.8%    JS: *dedupe /Users/chris/Developer/Ghost/node_modules/postcss-discard-duplicates/dist/index.js:112:16
    102   96.2%      JS: ^initializePlugin /Users/chris/Developer/Ghost/node_modules/cssnano/dist/index.js:27:26
      4    3.8%      JS: *dedupe /Users/chris/Developer/Ghost/node_modules/postcss-discard-duplicates/dist/index.js:112:16
      4  100.0%        JS: ^initializePlugin /Users/chris/Developer/Ghost/node_modules/cssnano/dist/index.js:27:26
     47    6.6%    JS: *visitQueue /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/context.js:71:13
     47  100.0%      JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/context.js:107:8
     46   97.9%        JS: *traverseNode /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/traverse-node.js:120:22
     46  100.0%          JS: *visit /Users/chris/Developer/Ghost/node_modules/@babel/traverse/lib/path/context.js:76:15
